"BehaviorSpace results (NetLogo 5.2.0)"
"Ant2.nlogo"
"Beg-1-100pop"
"07/18/2015 14:14:55:232 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","population","max-step-size","max-turn-angle","[step]","ticks"
"2","100","4","60","186","186"
"3","100","4","60","301","301"
"1","100","4","60","270","270"
"4","100","4","60","162","162"
"5","100","4","60","270","270"
